tourist_id,tourist_x,category,theme2,tourist_address_x,star,Like,scrap,telephone_x,소개,주요목적,평균 소요 시간,상세 정보,경사도(난이도),X_COORD,Y_COORD,요금 정보,편의시설,장소 특성,평일_시작,평일_끝,주말_시작,주말_끝,img_url
CNTS_000000000000614,비체올린,자연관광지,"['카약', '카트', '능소화', '체험', '아이', '수학여행', '가족여행', '여름꽃축제', '안전여행스탬프', '반려동물', '반려동물동반입장', '테마공원', '반려동물동반_관광지', '무장애관광']",제주시 한경면 판조로 253-6,5,7,205,(+82) 064-773-0000,"카약과 트라익, 그리고 이색정원이 함께하는 상상 그 이상의 즐거움이 가득한 복합테마공원",,1.569672131,"카약 승선 교육 40분 간격 / 소형견, 중형견, 대형견 입장가능 / 배변 및 리드줄 관리만 된다면 동반 가능 / 카약 탑승 시에도 안고 탈 수 있는 체격의 반려동물이라면 함께 탑승 가능/ 연중무휴, 08:45~18:00 (입장마감 17:20",,126.2184496,33.34946392,"유료,성인 17,000원, 청소년 16,000원, 어린이/경로인/장애우/국가유공자 15,000원","공용주차장,화장실,편의점",,8:45:00,18:00:00,8:45:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/674c083c-5f12-4f15-9cac-26224882f38c.jpg
CNTS_000000000019310,영실기암,자연관광지,"['부모', '커플', '혼자', '친구', '비.눈', '맑음', '경관/포토', '휴식/힐링', '테마공원', '액티비티', '사계절', '청년', '중/장년', '자연경관', '체험', '레저/체험', '포토스팟', '한라산', '언택트', '어트랙션', '단풍']",제주특별자치도 서귀포시 하원동,5,3,67,(+82) --,한라산 영실코스에서 만날 수 있는 영실기암 · 세계생물권보존지역 · 세계자연유산 · 세계지질공원,,1.569672131,,,126.4660227,33.27853606,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c72cde39-8239-46d5-97e7-32f34718fc7b.jpg
CNTS_000000000022255,제주 카약올레,레저스포츠,"['액티비티', '커플', '맑음', '체험', '레저/체험', '수상레저', '어트랙션']",제주시 애월읍 애월로1길 22,4,8,182,(+82) 0507-1338-6492,에메랄드빛 아름다운 제주바다 한담해변을 가장 가까이 즐기는 방법!,,1.779411765,방문 전 전화 연락 요망,,126.3104746,33.46233117,"유료,투명 카약(초등 이하) 10,000원, 투명 카약 15,000원",,,10:00:00,18:00:00,10:00:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/09/0b45f9ce-25b9-44ce-b3a5-46a684ddddf9.jpg
CONT_000000000500539,제주국제컨벤션센터 icc,"전시회, 박물관 등 문화시설","['실내', '친구', '비.눈', '사계절', '실내관광지', '어트랙션', '무장애관광']",제주특별자치도 서귀포시 중문관광로 224,5,3,27,(+82) 064-735-1000,"제주의 대표적인 MICE 인프라인 제주국제컨벤션센터, 각종 회의 및 전시 행사가 진행된다",,1.47761194,연중 무휴,,126.4244429,33.24128964,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",,0:00:00,0:00:00,0:00:00,0:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/08/8ca677a7-21bd-4e40-88f7-66cfb55ceb9b.jpg
CNTS_300000000012837,제주동화마을,테마파크,"['꽃', '정원', '인생샷', '카페', '관광지', '제주도', '여행지', '포토존', '인생샷']",제주특별자치도 제주시 구좌읍 비자림로 1191,5,0,16,(+82) 064-743-5000,다양한 꽃들로 정원을 꾸며 동화같은 풍경의 정원이 큰 특징이다.,,1.8,연중무휴,,126.7320377,33.43543299,,,,9:00:00,21:00:00,9:00:00,21:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202406/20/a81442d3-9711-4290-bd2a-0a958e564d6d.jpg
CNTS_000000000019743,종달리해변,자연관광지,"['해변', '경관/포토', '친구', '커플', '맑음', '여름', '자연경관', '포토스팟']",제주특별자치도 제주시 구좌읍 종달리 565-72,5,1,71,(+82) 064-728-7783,이름도 예쁜 ＇종달리＇라는 마을은 동쪽의 끝이란 의미를 가진 소박하고 귀여운 동네에 위치한 종달리 해변입니다.,,1.569672131,,,126.9094768,33.49633814,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/616136b5-3560-42f5-bd9f-4cd449cdf6cd.jpg
CNTS_000000000022704,천아숲길 천아계곡,자연관광지,"['숲길', '걷기/등산', '아이', '흐림', '봄', '단풍', '가을', '자연경관', '도보여행', '도보', '숲', '어린이', '언택트', '계곡', '물놀이']",제주특별자치도 제주시 애월읍 봉성리 산 1,5,5,64,(+82) 064-738-4280,한라산 둘레길에 자리한 단풍명소,,1.569672131,,,126.4230097,33.35426967,,공용주차장,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/25/3759f6fe-c804-40ae-b862-6506eabe94a6.JPG
CNTS_000000000022631,천왕사,역사유적지,"['휴식/힐링', '가을', '단풍', '어트랙션']",제주특별자치도 제주시 1100로 2528-111,5,3,62,(+82) 064-748-8811,아흔아홉골 자락에 위치한 경관이 좋은 사찰,,1.21875,,,126.4949356,33.40721315,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/25/862b7a41-c3ff-4ea1-acf8-3d51fafbbd5e.JPG
CNTS_000000000021103,청수곶자왈,자연관광지,"['커플', '친구', '맑음', '여름', '밤', '숲길', '걷기', '도보여행', '도보', '곶자왈', '숲', '식물군락지']",제주특별자치도 제주시 한경면 대한로 1036,4,6,100,(+82) 064-772-1303,제주도내 최대 운문산 반딧불이 서식지,,1.569672131,홈페이지 확인 요망,,126.2476737,33.31756503,,"공용주차장,화장실",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/26/842836dc-f74e-4248-90c6-424528afab18.jpg
CONT_000000000500625,초콜릿박물관,"전시회, 박물관 등 문화시설","['실내', '미술/박물관', '아이', '비.눈', '겨울', '실내관광지', '문화관광', '박물관', '어트랙션', '무장애관광']",제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,5,7,306,(+82) 064-792-3121,세계 10대 초콜릿박물관,공연/전시,1,연중무휴/ 마지막 교육 시간 16시,,126.2299707,33.2570371,"유료,대인 8.000원, 소인 6,000원 , 6세 미만.경로인 무료","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",실내,10:30:00,17:00:00,10:30:00,17:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201912/05/f5e3f128-489f-457d-a647-d340e0ebec6a.jpg
CNTS_000000000019984,도순다원,자연관광지,"['경관/포토', '맑음', '봄', '자연경관', '포토스팟', '녹차', '어트랙션']",제주특별자치도 서귀포시 중산간서로356번길 152-41,5,5,172,(+82) 064-739-0419,녹차밭과 어우러진 한라산의 모습을 볼 수 있는 곳,,1.569672131,,,126.4828907,33.27239528,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5a01ddf2-1d52-4555-84be-4ef42199c219.jpg
CONT_000000000500233,백조일손지묘,역사유적지,"['문화유적지', '자연경관', '문화관광', '역사유적']",제주특별자치도 서귀포시 안덕면 사계리,5,1,7,(+82) 064-710-8452,4.3항쟁시 억울하게 죽은 유골들을 모아 추모할 수 있도록 만든 묘,,1.21875,종일 / 연중무휴,,126.3065141,33.23169414,,유도 및 안내시설,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ad1ef4d3-9b44-454d-927d-0094e6571b1d.jpg
CONT_000000000500243,별도봉,자연관광지,"['오름', '걷기/등산', '봄', '자연경관']",제주특별자치도 제주시 선반로 (화북일동),4,2,21,(+82) 064-728-3605,화북악이라고 부르는 곳으로 제주항과 앞바다 등이 한눈에 내려다보이는 오름,,1.569672131,,,126.5633088,33.51509452,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5baf2687-7d68-4605-a067-c5c0522d9e73.jpg
CONT_000000000500290,산지등대,자연관광지,"['등대', '일몰', '경관/포토', '친구', '맑음', '가을', '포토스팟']",제주특별자치도 제주시 사라봉동길 108-1 (건입동),5,2,37,(+82) 064-720-2672,오랜 역사를 지니고 있는 제주의 대표 등대 중 하나,,1.569672131,이용시간: (하절기)09:00~19:30/(동절기)09:00~18:00  *카페물결과 이용시간 동일(안전상 이유로 이용시간 외 입장불가),,126.5456105,33.52142459,,"공용주차장,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/07/7a1cf260-a02d-43b0-9689-f22e34fe5ed8.jpg
CNTS_000000000020288,성읍녹차마을,자연관광지,"['부모', '커플', '친구', '아이', '경관/포토', '마을산책', '마을관광', '포토스팟', '어린이', '녹차']",제주특별자치도 서귀포시 표선면 중산간동로 4778,5,7,145,(+82) 064-787-2254,녹차재배의 최적지 청정제주에서 만나는 녹차다원,,1.569672131,,,126.7899744,33.38098347,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,9:00:00,17:00:00,9:00:00,17:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/02/f7453a25-6dd7-4b72-b8b9-468c8da5c16f.jpg
CNTS_200000000010958,아르떼뮤지엄,"전시회, 박물관 등 문화시설","['박물관', '아르떼뮤지엄', '제주여행', '제주', '제주도', '미술관', '뮤지엄', '미술관', '전시']",제주특별자치도 제주시 애월읍 어림비로 478,5,7,363,(+82) 1899-5008,"국내 최대의 몰입형 미디어 아트 뮤지엄. 스피커 제조공장이었던 건물을 리모델링하여 빛과 소리가 만드는 다이나믹한 미디어아트에 흠뻑 빠져보자,",,1.47761194,,,126.3449759,33.39669804,"유료,성인 17,000원, 청소년 13,000원, 어린이 10,000원","공용주차장,화장실,카드결제,현금결제",실내,10:00:00,20:00:00,10:00:00,20:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202012/16/e8969aa3-904e-4cdb-b45e-1df7d8cdce6f.jpg
CNTS_000000000019909,용두암해안도로카페거리,자연관광지,"['일몰', '밤', '커플', '드라이브']",제주특별자치도 제주시 용담3동,5,4,184,(+82) --,낭만스러운 노을을 감상할 수 있는 곳,,1.569672131,,,126.4928454,33.51760261,,"화장실,편의점",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/4e32bcdd-765f-453e-afa9-9b3c5d828e6a.JPG
CNTS_000000000022752,이승이오름,자연관광지,"['오름', '자연경관', '도보여행', '도보']",제주특별자치도 서귀포시 남원읍 신례리 산 12-19,5,0,22,(+82) --,이승이오름은 살쾡이를 닮아서 이승이란 이름을 갖게 되었지만 정확한 생김새를 확인하기는 수월치 않다. 능선에 울창하게 자라난 나무들 때문이다.,,1.569672131,[object Object],,126.6310897,33.314753,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/25/416f96c8-eb01-4aba-a2dd-efa54e4a6289.jpg
CNTS_000000000020959,저지오름,자연관광지,"['일몰', '오름', '걷기/등산', '자연경관', '도보여행', '도보']",제주특별자치도 제주시 한경면 저지리 산 51,5,2,24,(+82) 064-728-7952,비양도와 한라산이 보이는 저지리의 아름다운 오름,,1.569672131,"일몰 전 이용권장, 소요시간 : ① 오름주차장 입구~정상까지 약 15분 ② 마을회관방향 입구~오름 둘레길 반 바퀴 포함 약 40분",,126.2509642,33.33297359,,"공용주차장,화장실,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/24/2a79f2f1-0fe9-425d-8fed-c6e6b1f2455f.jpg
CNTS_000000000020313,제주올레 20코스,자연관광지,"['올레', '걷기/등산', '친구', '혼자', '봄', '가을', '자연경관', '도보여행', '도보']",제주특별자치도 제주시 구좌읍 행원동길 22,5,5,45,(+82) 064-762-2190,아름다운 제주바다와 바람의 길,,1.569672131,,,126.8114082,33.55413449,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/ea5ef581-9455-458d-be38-173e54f93772.jpg
CNTS_000000000020296,제주올레 4코스,자연관광지,"['제주도여행', '등산', '제주올레길', '올레길', '제주여행코스', '제주올레길코스', '제주올레길추천', '제주올레길지도', '제주도오름']",제주특별자치도 서귀포시 남원읍 태흥리 200-2,5,0,39,(+82) 064-762-2190,표선해비치해변에서 시작해 남원큰엉까지 이어지는 해안 경관이 아름다운 트레킹 코스,등산,3,해비치호텔 앞 공터에서 시작하여 도로를 따라 가마리개까지 이어지는 바당올레. 해양수산연구원 내의 화장실을 이용할 수 있다.,중,126.7535786,33.29978497,무료,,실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a652541c-d372-41ed-8148-85c8aebe1e44.jpg
CNTS_000000000019197,중문골프장,레저스포츠,"['친구', '부모', '맑음', '체험관광', '액티비티', '커플', '골프', '체험', '레저/체험', '어트랙션']",제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),5,0,3,(+82) 064-738-1202,미 PGA가 아시아에서는 최초로 공인한 정통골프코스가 있는 곳,,1.779411765,,,126.4114343,33.25421861,,"공용주차장,현금결제,카드결제,화장실,흡연구역,음료대",,9:00:00,18:00:00,9:00:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4a7be55d-c4a5-4b03-a150-2117475a74a3.jpg
CNTS_000000000022881,진아영 할머니 집터,역사유적지,"['문화유적지', '4.3', '문화관광', '제주4.3', '역사유적', '어트랙션']",제주특별자치도 제주시 한림읍 월령1길 22,5,4,10,(+82) --,총탄에 턱을 맞고 쓰러진 뒤 무명천으로 턱을 가린 채 후유증으로 삶을 살아가셨던 진아영 할머니,,1.21875,,,126.2145991,33.37612941,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/06db4d95-4ff5-493b-985c-f246070adc2e.jpg
CNTS_000000000018480,탐나라공화국,테마파크,"['여자', '남자', '휴식', '맑음', '가을', '문화관광', '언택트', '어트랙션']",제주특별자치도 제주시 한림읍 한창로 897,5,4,28,(+82) 064-772-2878,제주의 자연과 문화를 스토리텔링으로 풀어낸 테마파크,,1.8,"09:00~18:00 (입장마감 16:00) / 네이버 방문 예약 필수/ 탐나라공화국에서 발급하는 1년,3년 여권 발행시 기간 내 재 방문 가능 / 애완동물 동반 가능",,126.3256922,33.33451154,"유료,당일 비자(티켓) 성인 10,000 어린이 5,000원/ 1년 여권 성인 20,000원, 어린이 10,000원",,,9:00:00,18:00:00,9:00:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/59a310a4-b2e4-4b9a-bb5e-bc4d1113ba37.JPG
CONT_000000000500696,협재굴,자연관광지,"['동굴', '경관/포토', '부모', '흐림', '자연경관', '포토스팟', '무장애관광']",제주특별자치도 제주시 한림읍 한림로 300,5,12,321,(+82) 064-796-0001~4,천연기념물 236호로 세계 제3대 불가사의 동굴로 꼽히는 용암동굴,,1.5,"3~5월, 9~10월 9:00~17:30 / 6~8월 9:00~18:00 / 11~2월 9:00~16:30",,126.2396912,33.39022486,"N/A,성인 15,000원 청소년 10,000원, 어린이 9,000원, 경로인 12,000원, 장애인/국가유공자/제주도민 단체요금 적용.","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9f73d97f-c819-41d9-a6f0-2a54f2c9d300.jpg
CNTS_000000000018797,화순곶자왈생태탐방숲길,자연관광지,"['숲길', '걷기/등산', '친구', '커플', '흐림', '여름', '자연경관', '도보여행', '도보', '곶자왈', '숲', '식물군락지']",제주특별자치도 서귀포시 안덕면 화순서동로 151,5,4,62,(+82) 064-794-9008,"한라산과 산방산이 보이는, 북방계와 남방계 식물이 공존하는 신비로운 곶자왈",기타,1,,하,126.3323639,33.26347986,"무료,장애인 무료",,실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/23fe7e69-6ccf-4bec-8a91-3d7e62c94284.JPG
CNTS_000000000018456,화순리 유채꽃길,자연관광지,"['걷기/등산', '경관/포토', '친구', '맑음', '봄', '자연경관', '도보여행', '도보', '포토스팟', '봄꽃', '유채꽃']",제주특별자치도 서귀포시 안덕면 화순리 1230-4,5,1,94,(+82) --,서귀포시 안덕면 서광동 사거리부터 화순리 사거리까지의 유채꽃길.,,1.569672131,,,126.3338671,33.2517773,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/f1b573bc-dc7d-4d66-9654-1b28f5b466fe.JPG
CONT_000000000500024,강정천유원지,자연관광지,"['계곡', '액티비티', '맑음', '여름', '자연경관', '체험', '레저/체험', '수상레저', '어트랙션', '물놀이']",제주특별자치도 서귀포시 강정통물로 (강정동),5,3,32,(+82) 064-760-4802,은어들이 춤을 추고 용천수와 바다가 만나는 곳,,1.569672131,,,126.4762432,33.23565076,,"공용주차장,화장실,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/b1436e7e-3e50-4d07-a087-845716016a2d.jpg
CONT_000000000500045,검멀레동굴,자연관광지,"['경관/포토', '친구', '커플', '부모', '아이', '맑음', '동굴', '자연경관', '포토스팟', '어린이']",제주특별자치도 제주시 우도면,5,5,119,(+82) --,우도 8경 중 7경에 속하는 검은 모래가 있는 해안과 특이한 지형의 검멀레동굴,,1.569672131,,,126.9529853,33.50644943,,편의점,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/06/055468e4-33bc-425a-8a16-81baa2a9d821.JPG
CNTS_000000000021473,구좌해안로,자연관광지,"['해변', '걷기/등산', '드라이브', '맑음']",제주특별자치도 제주시 구좌읍 구좌해안로,5,1,48,(+82) --,온 세상이 수국과 노란색 유채꽃으로 물들 것만 같은 구좌 해안로,,1.569672131,,,126.7269518,33.55885366,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6541ab5c-f2d5-4278-8021-0c05c502388b.jpg
CONT_000000000500002,김녕요트투어,레저스포츠,"['액티비티', '커플', '여름', '체험', '레저/체험', '수상레저', '어트랙션', '우수관광사업체']",제주특별자치도 제주시 구좌읍 구좌해안로 229-16,5,3,174,(+82) 064-782-5271~3,돌고래와 함께하는 최고급 인테리어 시설의 김녕요트투어,,1.779411765,연중 무휴/ 일몰투어 16:30분 유선 예약 필요.,,126.7372442,33.55825951,"유료,일반투어 60분 성인 60,000원, 소인 40,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a3f5e1eb-b0c5-4a61-a2e4-470a0e1b27c8.gif
CNTS_000000000022171,낙타트래킹,레저스포츠,"['액티비티', '친구', '커플', '체험', '레저/체험', '어트랙션']",제주특별자치도 서귀포시 표선면 번영로 2564-21,5,1,123,(+82) 064-787-2256,"kbs 인간극장, sbs 동물농장, kbs 배틀트립, 생생정보통, vj특공대, 굿모닝대한민국, sbs 좋은아침, kbs 귀농이 대박이다 등 다수 출연",,1.779411765,연중무휴,,126.7786436,33.40269826,"유료,성인, 청소년, 어린이 15,000원 / 36개월 미만 무료",,,9:00:00,17:00:00,9:00:00,17:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f2d236e2-457f-4c55-b00b-d0a56ae5ecb0.jpg
CNTS_200000000012059,노형수퍼마켙,테마파크,"['부모', '커플', '혼자', '친구', '아이', '휴식/힐링', '테마공원', '미술/박물관', '사계절', '전시와행사', '실내관광지', '문화관광', '어린이', '어트랙션', '안전여행스탬프', '관광지']",제주특별자치도 제주시 노형로 89,5,5,212,(+82) 064-713-1888,"리가 사는 세상과 또 다른 세상을 연결 시켜주는 잃어버린 문, 1981년 어느날 노형수퍼마켙에 이 불안정한 문이 열려 제주의 색을 모두 빨아들인다. 문의 힘이 점점 커지면서 수퍼마켙조차 색을 잃어버렸지만 수퍼마켙의 중심엔 빨아들인 색깔들로 인해 이 세상에서는 볼 수 없는 신비로운 광경이 펼쳐지고 있다. 어쩌면 유치하지만, 한편으론 유쾌하고, 마지막에는 신비로움이 느껴지는 수퍼마켙 세상으로 들어가 보자.",,1.8,매표마감 18시 / 연중무휴,,126.4553556,33.46482488,,,,9:00:00,19:00:00,9:00:00,19:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/a2d1b574-7e8d-46a9-9439-cd94fd9d7e18.jpg
CNTS_000000000018504,마라도등대,자연관광지,"['등대', '경관/포토', '포토스팟']",제주특별자치도 서귀포시 대정읍 가파리 642,5,4,33,(+82) 064-792-8507,동중국해와 제주도 남부해역을 오가는 선박들이 육지초인표지,,1.569672131,휴무관련없음,,126.2694854,33.11705553,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/36238f9b-f8ac-48b3-b1e2-40d6259c6a5e.jpg
CNTS_000000000020975,무릉곶자왈,자연관광지,"['숲길', '걷기/등산', '흐림', '가을', '자연경관', '도보여행', '도보', '곶자왈', '숲', '언택트', '식물군락지']",제주특별자치도 서귀포시 대정읍 무릉리 산 1,5,2,30,(+82) 064-792-1732,초보들도 쉽게 탐방할 수 있는 곳,,1.569672131,15:00 이후 진입금지/ 연중무휴,,126.262954,33.29117167,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/01/e3365eb2-f18b-4529-97dd-92794e468112.JPG
CNTS_000000000022005,문화예술마을 저지리 농어촌체험마을,"전시회, 박물관 등 문화시설","['체험관광', '친구', '커플', '흐림', '사계절', '체험', '마을산책', '마을관광', '어트랙션']",제주시 한경면 중산간서로 3675,5,1,7,(+82) 064-772-7700,문화예술'이 있는 마을,,1.47761194,,,126.2558494,33.3327001,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/01/b05f3bf3-a716-46ef-8d7a-b4f6d41e32af.jpg
CNTS_000000000022743,바이나흐튼 크리스마스 박물관,"전시회, 박물관 등 문화시설","['실내', '미술/박물관', '아이', '흐림', '겨울', '실내관광지', '문화관광', '박물관', '어린이', '어트랙션']",제주특별자치도 서귀포시 안덕면 평화로 654,5,8,113,(+82) 010-4602-7976,"부부가 여행하며 모은 크리스마스 장식 전시, 독일의 바이나흐튼을 참고해 만든 크리스마스 박물관",,1.47761194,연중무휴,,126.3277989,33.29131174,"무료,기부금 형식으로 입장료 운영.",공용주차장,,10:30:00,18:00:00,10:30:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/22/567daea1-46ae-420f-825a-e66733a33728.jpg
CONT_000000000500273,빌레못동굴,자연관광지,"['4.3', '문화유적지', '부모', '커플', '혼자', '친구', '아이', '청년', '중/장년', '노년', '자연경관', '문화관광', '제주4.3', '역사유적', '어린이']",제주특별자치도 제주시 애월읍 어음리 1391,5,7,15,(+82) 064-756-4325,"천연기념물 제342호, 총길이 11,749m의 세계에서 가장 긴 동굴",,1.569672131,일반인 출입금지(관리 및 학술 목적의 경우 문화재청 ☎1600-0064 사전허가 필요),,126.3497286,33.40435171,,유도 및 안내시설,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7883bec6-1652-458a-8025-3630ebfb7489.jpg
CONT_000000000500279,사려니오름,자연관광지,"['오름', '걷기/등산', '커플', '흐림', '봄', '자연경관', '도보여행', '도보', '단풍']",제주특별자치도 서귀포시 남원읍 516로 1648-87,5,3,78,(+82),볼록한 제주 오름들이 한눈에 보이는 사려니오름,,1.569672131,"2024년 탐방기간 : 2024.5.16(목) ~ 2024.10.31(목) / 09:00~17:00 / 14:00 마지막 입산, 17:00까지 하산 / 매주 월, 화 휴무",,126.6339831,33.36885119,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3b77ea2e-ce66-4990-9a93-a366d711cffe.jpg
CNTS_000000000020236,산지천,자연관광지,"['계곡', '걷기/등산', '아이', '자연경관', '어린이', '물놀이']",제주특별자치도 제주시 건입동,5,2,55,(+82),동문시장에서 제주항까지 이어진 내천,,1.569672131,,,126.531518,33.51503211,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/01/bfb0901f-6b32-4d15-ae29-614da0d2b612.jpg
CNTS_000000000022681,생이기정,자연관광지,"['일몰', '해변', '걷기/등산', '맑음', '가을', '자연경관']",제주특별자치도 제주시 한경면 용수리 산 60,5,6,27,(+82) --,올레 12코스에 위치한 절벽길,,1.569672131,,,126.1672894,33.31562178,,,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/02/a1dd51ba-a4b3-42f9-b013-2912ea0264cd.jpg
CONT_000000000500316,서건도,자연관광지,"['경관/포토', '휴식/힐링', '자연경관', '포토스팟', '언택트']",제주특별자치도 서귀포시 강정동 산 1,5,2,25,(+82) 064-760-2674,"바다 걸어서 섬까지, 제주도에 있는 모세의 기적으로 제주의 숨은 명소.",,1.569672131,썰물 시 이용가능,,126.4984859,33.23007667,,"공용주차장,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f5e10188-a1a1-4cf1-806a-03cc4dcce5b2.jpg
CNTS_000000000020260,서귀다원,자연관광지,"['커플', '친구', '맑음', '경관/포토', '휴식/힐링', '봄', '여름', '자연경관', '포토스팟', '녹차', '어트랙션']",제주특별자치도 서귀포시 516로 717,5,0,32,(+82) 064-733-0632,제주도 한라산 해발 250m 청정지역에서 재배된 제주 청정 유기농 녹차 공원,,1.569672131,매주 화요일 휴무,,126.5969205,33.3121479,"유료,입장료 5,000원(녹차 1잔 제공)","공용주차장,현금결제,카드결제,화장실,음료대",,9:00:00,17:00:00,9:00:00,17:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/385678f3-aa90-45ee-847d-adb58341d625.gif
CONT_000000000500376,송당본향당,역사유적지,"['부모', '커플', '혼자', '친구', '아이', '문화유적지', '자연경관', '문화관광', '역사유적', '어린이', '2023_관광10선_봄', 'Moment_봄']",제주특별자치도 제주시 구좌읍 송당리,5,2,9,(+82) 064-783-4093,제주 민간신앙의 자취를 확인할 수 있는 송당본향당,,1.21875,"방문시 송당리사무소 연락 필요. (064-783-4093)/쓰레기 무단 투기 등 훼손이 심해 관리와 보존을 목적으로 출입통제/매년 1년에 4번 (음력 1,2,7,10월 13일) 제를 지내는 행사 때만 일반인 방문 허용, 그 외에 입장 불가",,126.7717935,33.46041424,,"공용주차장,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/daa8b1e3-f710-4869-9b0b-9f4cb658def4.jpg
CNTS_000000000020980,송당승마장,레저스포츠,"['승마', '액티비티', '커플', '친구', '체험', '레저/체험', '어트랙션']",제주특별자치도 제주시 구좌읍 번영로 2015,4,1,32,(+82) 064-782-1199,구좌의 들판을 달려보자,,1.779411765,연중무휴 / 16:30 입장마감,,126.7377726,33.43596746,,"공용주차장,화장실,편의점",,9:00:00,17:00:00,9:00:00,17:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/22/6376986b-e0cb-47e5-bf46-82d7df8532a1.jpg
CONT_000000000500379,송악산 진지동굴,역사유적지,"['부모', '커플', '혼자', '친구', '아이', '문화유적지', '동굴', '자연경관', '문화관광', '역사유적', '어린이']",제주특별자치도 서귀포시 대정읍 상모리,5,0,67,(+82) 064-710-6704,전쟁의 상처를 간직한 일제 동굴진지,,1.21875,"동굴 내부까지 입장이 가능했으나 동굴 주변 모래로 붕괴사고 발생하여 입장불가, 낙석이 워낙 심해 추후 통제해제 여부 없음 (2022.11.22 확인)",,126.2726557,33.22234037,,유도 및 안내시설,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/07/b2b36cbf-5347-4237-8ab1-ccb6198b55c3.jpg
