,TRAVEL_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,total_score
2877,a_a004788,0,30,1,1,1,2,서울숲,1,13.0
2883,a_a015688,0,30,2,2,1,2,프로방스마을,7,12.0
2888,a_a015688,0,30,2,2,1,2,롯데프리미엄아울렛 파주점,4,15.0
2889,a_a015688,0,30,2,2,1,2,지혜의숲,3,15.0
2892,a_a001861,1,40,3,1,3,1,놀로 아쿠아센터,6,15.0
2897,a_a002885,0,30,1,1,1,1,벽초지수목원,1,10.0
2898,a_a002885,0,30,1,1,1,1,벽초지수목원,1,11.0
2913,a_a008211,0,30,3,1,1,3,서울역사박물관,2,14.0
2920,a_a008211,0,30,3,1,1,3,남산공원,1,14.0
2921,a_a008211,0,30,3,1,1,3,동해수산시장,4,14.0
2943,a_a012433,1,40,1,1,1,3,임진각 평화누리,2,11.0
2945,a_a012433,1,40,1,1,1,3,프로방스마을,7,12.0
2947,a_a012433,1,40,1,1,1,3,프로방스마을,7,9.0
2948,a_a012433,1,40,1,1,1,3,평화랜드,6,11.0
2962,a_a001835,1,40,1,1,1,1,별빛정원 우주,6,9.0
2965,a_a001835,1,40,1,1,1,1,한국민속촌,6,14.0
2967,a_a001835,1,40,1,1,1,1,화담숲,1,15.0
2968,a_a001835,1,40,1,1,1,1,롯데프리미엄아울렛 이천점,4,9.0
2977,a_a011212,1,30,1,1,1,1,일산호수공원,1,13.0
2983,a_a015333,1,40,1,1,1,1,북한산국립공원,1,15.0
2990,a_a014920,1,40,3,1,1,2,와우정사,2,10.0
2992,a_a005626,0,40,1,1,1,1,월미테마파크,6,15.0
2997,a_a005626,0,40,1,1,1,1,월미테마파크,6,14.0
3004,a_a003364,1,30,1,1,1,2,경복궁,2,14.0
3007,a_a003364,1,30,1,1,1,2,서울어린이대공원 동물원,6,15.0
3009,a_a003364,1,30,1,1,1,2,국립한글박물관,2,15.0
3021,a_a001881,1,30,3,2,1,1,서울 선릉과 정릉,2,15.0
3026,a_a001881,1,30,3,2,1,1,잠실종합운동장 올림픽주경기장,5,15.0
3034,a_a002960,1,40,1,1,1,1,박완서 작가가 살던집,2,10.0
3051,a_a017977,1,40,1,2,2,2,현대프리미엄아울렛 김포점,4,12.0
3055,a_a017977,1,40,1,2,2,2,현대프리미엄아울렛 김포점,4,12.0
3068,a_a000198,1,30,1,1,1,1,롯데백화점 본점,4,12.0
3072,a_a000198,1,30,1,1,1,1,봉은사,2,12.0
3076,a_a000198,1,30,1,1,1,1,북촌한옥마을,7,9.0
3079,a_a000198,1,30,1,1,1,1,천주교서울대교구 주교좌 명동대성당,2,12.0
3095,a_a006028,1,20,1,1,1,2,일산호수공원,1,15.0
3119,a_a003249,1,30,1,1,1,2,북촌한옥마을,7,12.0
3148,a_a004382,0,20,3,1,1,3,롯데백화점 건대스타시티점,4,11.0
3151,a_a004382,0,20,3,1,1,3,서울숲,7,9.0
3153,a_a004382,0,20,3,1,1,3,플라츠2,4,9.0
3164,a_a004454,0,30,1,1,1,1,에버랜드,6,15.0
3183,a_a001390,1,20,1,1,2,1,화성행궁,2,15.0
3192,a_a004973,0,20,2,1,1,1,국립민속박물관 파주,2,9.0
3216,a_a002671,0,20,1,1,1,1,악쓰는하마 코인노래연습장,3,10.0
3221,a_a002671,0,20,1,1,1,1,롯데백화점 구리점,4,9.0
3233,a_a006436,0,20,2,2,1,3,현대백화점 디큐브시티점,4,11.0
3238,a_a004559,0,30,2,1,1,1,솔찬공원,1,7.0
3244,a_a001840,0,30,1,1,3,2,팔달문시장,4,12.0
3251,a_a001840,0,30,1,1,3,2,팔달문시장,4,12.0
3253,a_a001840,0,30,1,1,3,2,팔달문,2,6.0
3255,a_a001840,0,30,1,1,3,2,화성행궁,2,12.0
3260,a_a002193,1,20,1,1,1,3,춘천삼악산호수케이블카,6,15.0
3276,a_a007918,0,20,3,3,3,3,조인폴리아 파주농장,4,15.0
3292,a_a000771,1,30,2,3,2,3,일산호수공원,1,15.0
3294,a_a000771,1,30,2,3,2,3,아쿠아플라넷 일산,6,13.0
3296,a_a000771,1,30,2,3,2,3,현대모터스튜디오 고양,3,14.0
3304,a_a003188,1,20,1,1,1,1,현대프리미엄아울렛 스페이스원,4,9.0
3343,a_a018112,0,40,1,1,1,1,현대프리미엄아울렛 김포점,4,11.0
3356,a_a002814,1,30,1,3,1,1,행리단길,4,10.0
3366,a_a014022,0,20,1,1,1,2,율동공원,1,15.0
3368,a_a014022,0,20,1,1,1,2,더현대서울,4,15.0
3381,a_a001964,1,20,1,1,1,2,북촌한옥마을,7,14.0
3386,a_a001964,1,20,1,1,1,2,광장시장,4,12.0
3392,a_a001964,1,20,1,1,1,2,더현대서울,4,15.0
3393,a_a001964,1,20,1,1,1,2,북악팔각정,1,12.0
3401,a_a017803,1,40,3,1,1,1,킨텍스 제1전시장,3,12.0
3410,a_a002778,1,40,1,2,1,1,여의도공원 문화의마당,3,13.0
3415,a_a002778,1,40,1,2,1,1,여의도공원 문화의마당,3,13.0
3417,a_a002778,1,40,1,2,1,1,화성융릉과건릉,2,13.0
3425,a_a001434,1,30,1,1,1,1,곤지암리조트 스파라스파,6,10.0
3438,a_a005781,1,20,1,1,1,1,LCDC서울,3,12.0
3444,a_a009891,1,20,2,3,1,1,반포한강공원,1,15.0
3447,a_a009891,1,20,2,3,1,1,아더 스페이스 2.0 플래그십 스토어,3,15.0
3450,a_a003300,1,30,3,3,1,1,아쿠아플라넷63,6,11.0
3451,a_a003300,1,30,3,3,1,1,스타필드 고양,4,14.0
3452,a_a003300,1,30,3,3,1,1,더현대서울,4,8.0
3468,a_a005133,0,40,3,1,1,1,신세계프리미엄아울렛 여주,4,14.0
3470,a_a005133,0,40,3,1,1,1,예스파크,3,12.0
3474,a_a005811,0,40,2,2,2,3,경복궁,2,15.0
3476,a_a005811,0,40,2,2,2,3,통인시장,4,15.0
3478,a_a005811,0,40,2,2,2,3,대한민국역사박물관,2,15.0
3486,a_a004834,1,50,2,3,3,1,국립중앙박물관,2,15.0
3488,a_a005832,1,40,1,2,2,3,인천어린이과학관,3,12.0
3498,a_a011565,0,30,1,1,1,1,롯데몰 김포공항점,4,12.0
3522,a_a010285,1,20,2,1,1,2,시흥갯골생태공원,1,13.0
3546,a_a006924,1,20,1,1,1,1,콤콤오락실,4,15.0
3557,a_a002758,0,30,1,1,1,2,강남역지하상가,4,12.0
3560,a_a002758,0,30,1,1,1,2,양재시민의숲,1,15.0
3570,a_a012504,0,20,3,1,1,1,국립중앙박물관,2,13.0
3573,a_a012504,0,20,3,1,1,1,더현대서울,4,12.0
3585,a_a001306,1,20,1,1,1,2,광야아트센터,3,12.0
3604,a_a001945,1,30,3,1,3,1,DMZ 장단콩두부마을,7,12.0
3634,a_a015803,0,20,2,1,1,2,흥인지문,2,11.0
3638,a_a015803,0,20,2,1,1,2,낙산공원,1,13.0
3651,a_a015803,0,20,2,1,1,2,동대문종합시장,4,10.0
3652,a_a015803,0,20,2,1,1,2,파미에스테이션,4,14.0
3654,a_a015803,0,20,2,1,1,2,광장시장,4,13.0
3669,a_a010288,1,20,1,1,1,1,석촌호수산책길,7,15.0
3672,a_a010288,1,20,1,1,1,1,청와대 본관,2,15.0
3690,a_a002762,1,50,1,1,1,1,용문사,1,12.0
3695,a_a002532,0,30,1,1,2,3,신포국제시장,4,15.0
3709,a_a005212,0,40,1,1,1,2,필룩스조명박물관,2,12.0
3722,a_a005645,0,30,1,1,1,1,라페스타,4,15.0
3751,a_a017928,0,40,1,3,3,2,낙원악기상가,4,12.0
3797,a_a009870,0,30,1,1,1,1,일산호수공원,1,15.0
3799,a_a009870,0,30,1,1,1,1,웨스턴돔 A동,4,10.0
3801,a_a012437,0,20,3,1,1,1,월미테마파크,6,10.0
3804,a_a012437,0,20,3,1,1,1,월미테마파크,6,13.0
3812,a_a007204,1,30,2,1,1,3,현대프리미엄아울렛 스페이스원,4,15.0
3818,a_a010977,0,60,1,1,1,1,율곡수목원,1,15.0
3827,a_a002127,1,30,1,1,1,1,그라운드시소 서촌,3,12.0
3828,a_a003666,1,30,1,2,3,3,종묘,2,15.0
3837,a_a010291,1,30,2,1,2,1,효원공원,1,10.0
3845,a_a001316,1,20,2,1,1,3,한성백제박물관,2,10.0
3847,a_a001316,1,20,2,1,1,3,센트럴파크,7,14.0
3848,a_a001316,1,20,2,1,1,3,인천차이나타운,2,12.0
3850,a_a001316,1,20,2,1,1,3,코마린 이스트보트하우스 송도지점,5,15.0
3863,a_a001316,1,20,2,1,1,3,월미양궁연습장,6,10.0
3864,a_a001316,1,20,2,1,1,3,서울숲,1,12.0
3867,a_a001316,1,20,2,1,1,3,월미테마파크,6,13.0
3868,a_a001316,1,20,2,1,1,3,송도달빛축제공원,8,11.0
3870,a_a001316,1,20,2,1,1,3,광장시장,4,8.0
3875,a_a001316,1,20,2,1,1,3,롯데월드타워&롯데월드몰,4,12.0
3878,a_a001316,1,20,2,1,1,3,올림픽공원,1,13.0
3880,a_a017685,1,50,1,1,1,1,삼성산성지,2,15.0
3884,a_a001798,0,40,1,1,1,1,킨텍스 제2전시장,3,15.0
3888,a_a001798,0,40,1,1,1,1,라페스타,4,12.0
3904,a_a002468,1,30,2,1,2,1,대명항수산물직판장,4,14.0
3905,a_a002468,1,30,2,1,2,1,김포함상공원,1,8.0
3915,a_a006914,0,30,1,1,2,1,에버랜드,6,9.0
3917,a_a006914,0,30,1,1,2,1,에버랜드,6,6.0
3919,a_a006914,0,30,1,1,2,1,에버랜드,6,6.0
3922,a_a006985,1,20,3,1,1,1,경희대학교 국제캠퍼스,7,12.0
3927,a_a010070,1,50,3,3,3,1,의정부음악도서관,3,15.0
3928,a_a010070,1,50,3,3,3,1,니지모리스튜디오,2,7.0
3950,a_a007919,0,30,3,1,3,2,덕수궁,2,11.0
3954,a_a007919,0,30,3,1,3,2,종묘,2,13.0
3955,a_a007919,0,30,3,1,3,2,경복궁,2,12.0
3961,a_a001393,1,30,1,1,1,1,롯데백화점 본점,4,15.0
3965,a_a001393,1,30,1,1,1,1,인사동 문화의거리,4,15.0
4003,a_a014234,0,30,3,1,2,1,펀시티,6,15.0
4004,a_a014234,0,30,3,1,2,1,파미에스테이션,4,15.0
4022,a_a007424,1,40,1,1,3,2,수원탑동시민농장,8,15.0
4024,a_a007424,1,40,1,1,3,2,서울대학교 수원수목원,1,15.0
4027,a_a002277,0,20,2,1,1,3,화담숲,1,12.0
4029,a_a014226,1,30,3,1,1,1,국립고궁박물관,2,12.0
4030,a_a014226,1,30,3,1,1,1,국제갤러리,3,10.0
4037,a_a007939,1,50,2,3,1,3,제일평화시장,4,15.0
4041,a_a007966,0,30,2,1,1,2,노들섬,7,7.0
4042,a_a007966,0,30,2,1,1,2,청와대 본관,2,6.0
4046,a_a000181,0,20,1,1,1,2,청와대 본관,2,15.0
4047,a_a000181,0,20,1,1,1,2,국립고궁박물관,2,12.0
4048,a_a000181,0,20,1,1,1,2,섬세이 테라리움,3,13.0
4054,a_a000181,0,20,1,1,1,2,일상비일상의틈,3,14.0
4055,a_a000181,0,20,1,1,1,2,R&J씨어터,3,15.0
4057,a_a003229,0,30,1,1,1,1,에버랜드,6,15.0
4071,a_a000016,0,30,1,1,1,3,광장시장,4,15.0
4096,a_a014411,0,20,3,1,2,1,에버랜드,6,15.0
4117,d_d005429,0,20,2,1,1,1,경복궁,2,15.0
4119,d_d005429,0,20,2,1,1,1,천주교서울대교구 주교좌 명동대성당,2,15.0
4120,d_d005429,0,20,2,1,1,1,남산서울타워,4,15.0
4130,a_a017994,0,30,1,1,1,1,올림픽공원,1,12.0
4132,a_a018114,1,30,1,2,2,3,행주산성역사공원,1,12.0
4139,a_a000327,1,20,1,1,2,3,신세계백화점 타임스퀘어점,4,12.0
4153,a_a010391,1,30,2,2,1,1,평화랜드,6,12.0
4165,a_a004293,1,40,2,1,3,1,남문로데오시장,4,14.0
4171,a_a004293,1,40,2,1,3,1,화성행궁,2,14.0
4173,a_a008616,1,30,1,1,3,1,테르메덴,6,13.0
4179,a_a008616,1,30,1,1,3,1,용문사,2,15.0
4195,a_a002456,1,30,2,1,1,1,인천차이나타운,4,12.0
4198,a_a002456,1,30,2,1,1,1,서울공예박물관,2,13.0
4200,a_a002456,1,30,2,1,1,1,국립중앙박물관,2,15.0
4203,a_a002456,1,30,2,1,1,1,광장시장,4,15.0
4212,a_a005677,1,30,1,1,1,1,안흥지 애련정,1,15.0
4223,a_a005677,1,30,1,1,1,1,이천시립월전미술관,3,12.0
4225,a_a005677,1,30,1,1,1,1,관고전통시장,4,13.0
4233,a_a001418,1,40,1,1,2,2,남양성모성지,2,11.0
4238,a_a002957,1,30,1,1,1,3,롯데몰 김포공항점,4,14.0
4258,a_a000637,0,30,1,1,3,1,기억저장소,3,15.0
4259,a_a000637,0,30,1,1,3,1,남산공원,7,12.0
4263,a_a002102,1,20,3,1,1,1,세미원,1,15.0
4271,a_a002102,1,20,3,1,1,1,물의정원,1,15.0
4278,a_a004066,1,50,1,3,3,2,신포국제시장,4,12.0
4279,a_a004066,1,50,1,3,3,2,부평풍물대축제,8,15.0
4280,a_a004066,1,50,1,3,3,2,인천차이나타운,4,12.0
4283,a_a004066,1,50,1,3,3,2,상동호수공원 분수광장,1,12.0
4304,a_a010958,1,20,3,1,1,1,롯데월드타워&롯데월드몰,4,15.0
4321,a_a001127,0,30,1,1,3,3,광장시장,4,12.0
4341,c_c005343,1,20,1,1,1,3,인사동 문화의거리,4,11.0
4345,c_c005343,1,20,1,1,1,3,경복궁,2,15.0
4353,a_a005705,1,30,1,1,1,1,아모레퍼시픽미술관,3,11.0
4403,a_a015349,1,30,3,1,3,1,화성행궁,2,15.0
4409,a_a015109,1,20,1,2,1,1,수원시립미술관,3,12.0
4417,a_a000314,0,50,1,2,1,3,벽초지수목원,1,12.0
4419,a_a000314,0,50,1,2,1,3,회암사지박물관,2,15.0
4437,a_a008047,0,30,1,2,1,3,테르메덴,5,12.0
4441,a_a005129,1,20,1,1,3,3,필룩스조명박물관,2,15.0
4447,a_a009402,1,20,3,1,1,1,서울숲,1,11.0
4453,a_a009402,1,20,3,1,1,1,북촌한옥마을,7,14.0
4460,a_a009402,1,20,3,1,1,1,창덕궁,2,8.0
4462,a_a009402,1,20,3,1,1,1,마로니에공원,1,11.0
4480,a_a008693,1,40,2,1,1,1,통인시장,4,12.0
4485,a_a008693,1,40,2,1,1,1,청와대 본관,2,10.0
4495,a_a004178,0,30,1,1,1,1,관고전통시장,4,14.0
4497,a_a004178,0,30,1,1,1,1,시몬스 테라스점,3,15.0
4513,a_a004641,1,30,2,3,2,2,롯데프리미엄아울렛 파주점,4,15.0
4515,a_a004641,1,30,2,3,2,2,파주프리미엄아울렛,8,15.0
4522,a_a007270,0,30,1,1,1,2,인천차이나타운,4,13.0
4524,a_a002652,1,30,2,2,1,1,에버랜드,6,13.0
4531,a_a007658,0,20,2,2,1,2,공간와디즈,4,12.0
4532,a_a007658,0,20,2,2,1,2,디뮤지엄,3,12.0
4533,a_a007658,0,20,2,2,1,2,성수연방,4,12.0
4535,a_a007658,0,20,2,2,1,2,언더스탠드에비뉴,4,7.0
4552,a_a010106,1,50,1,2,1,2,나이스스크린골프,5,12.0
4554,a_a010106,1,50,1,2,1,2,나이스스크린골프,5,13.0
4560,a_a001800,1,60,1,1,1,1,서대문 자연사박물관,2,15.0
4562,a_a001800,1,60,1,1,1,1,서대문형무소역사관,2,14.0
4569,a_a004497,0,20,1,1,1,1,스타필드 하남,4,8.0
4571,a_a004497,0,20,1,1,1,1,남한산성,2,11.0
4574,a_a006549,1,20,1,1,1,1,영은미술관,3,11.0
4617,a_a001256,1,30,2,2,1,1,동춘서커스 상설공연장,3,15.0
4622,a_a000179,1,40,1,3,1,2,그라운드시소 성수,3,12.0
4625,a_a000179,1,40,1,3,1,2,디뮤지엄,3,15.0
4642,a_a000989,1,20,1,1,2,2,장충단공원,1,15.0
4646,a_a001425,1,20,3,1,1,2,이촌한강공원,1,15.0
4672,a_a000891,0,20,1,1,1,1,니지모리스튜디오,6,14.0
4677,a_a007559,0,20,1,1,1,3,남한산성,2,15.0
4685,a_a004348,1,30,1,1,1,2,에버랜드,6,10.0
4687,a_a004348,1,30,1,1,1,2,화성행궁,2,10.0
4688,a_a004348,1,30,1,1,1,2,수원화성박물관,2,12.0
4691,a_a004348,1,30,1,1,1,2,수원화성,2,12.0
4695,a_a004348,1,30,1,1,1,2,수원시립미술관,3,12.0
4696,a_a002026,0,30,1,1,1,1,화담숲,1,15.0
4707,a_a001509,1,20,1,1,2,1,소래포구종합어시장,4,12.0
4711,a_a001509,1,20,1,1,2,1,인천차이나타운,4,10.0
4734,a_a001944,1,20,1,1,1,1,덕수궁,2,15.0
4752,a_a006743,1,20,1,3,2,1,아트포레스트,3,12.0
4753,a_a006743,1,20,1,3,2,1,망원시장,4,10.0
4756,a_a002752,1,30,1,1,1,1,세운전자상가,4,15.0
4762,a_a002752,1,30,1,1,1,1,아름다운청년전태일기념관,2,8.0
4777,a_a001902,1,30,1,1,2,1,이케아 광명점,4,10.0
4793,a_a010967,1,20,2,2,1,1,롯데에비뉴엘 본점,4,14.0
4795,a_a010967,1,20,2,2,1,1,강남역지하상가,4,15.0
4810,a_a004864,1,20,1,1,1,1,서울대공원,6,13.0
4819,a_a007496,0,30,1,1,1,1,엔터식스 안양역점,4,11.0
4840,a_a005715,1,30,2,1,1,1,화성행궁,2,12.0
4841,a_a005715,1,30,2,1,1,1,행리단길,4,15.0
4845,a_a005715,1,30,2,1,1,1,수원화성,2,15.0
4852,a_a001156,1,30,1,1,1,1,롯데백화점 중동점,4,12.0
4872,a_a003794,1,30,3,3,3,3,낙산공원,7,12.0
4880,a_a009620,1,20,1,1,1,1,석촌호수산책길,7,12.0
4890,a_a004349,0,20,1,1,2,1,아쿠아필드 안성,6,13.0
4915,a_a004909,1,20,1,2,3,1,화담숲,1,15.0
4920,a_a010060,0,40,2,2,2,3,퍼스트가든,6,15.0
4931,a_a006818,0,40,1,1,1,1,웅진플레이도시,6,10.0
4940,a_a003114,1,20,3,1,1,1,현대백화점 판교점,4,11.0
4942,a_a003114,1,20,3,1,1,1,에버랜드,6,8.0
4957,a_a001960,1,20,3,1,3,1,IFC몰,4,15.0
4963,a_a001922,1,20,2,2,1,1,양재동꽃시장,4,9.0
4964,a_a001922,1,20,2,2,1,1,힐튼가든인 서울강남점,5,15.0
4971,a_a002336,1,40,1,3,2,3,창덕궁,2,15.0
4974,a_a002336,1,40,1,3,2,3,국립중앙박물관,2,14.0
4976,a_a002336,1,40,1,3,2,3,광장시장,4,13.0
4978,a_a010456,0,20,1,3,1,3,용문사,2,15.0
4986,a_a007656,0,30,2,1,1,1,문화역서울284,3,11.0
4992,a_a007656,0,30,2,1,1,1,서울로7017,7,10.0
5003,a_a011096,0,30,2,2,2,2,스타필드 하남,4,15.0
5041,a_a000187,1,30,3,3,1,1,남산공원 N서울타워,1,11.0
5042,a_a000187,1,30,3,3,1,1,경복궁,2,9.0
5065,a_a002198,1,30,2,2,2,1,아침고요수목원,1,13.0
5076,a_a002855,1,20,1,1,1,2,수원화성,2,15.0
5082,a_a001268,0,20,2,1,1,3,이촌한강공원,1,12.0
5102,a_a006411,1,20,1,3,3,3,블루스퀘어,3,8.0
5113,a_a011120,0,20,1,1,1,3,화서시장,4,13.0
5117,a_a011120,0,20,1,1,1,3,화성행궁,2,9.0
5126,a_a017969,0,30,1,1,1,1,동구릉,2,14.0
5138,a_a002631,1,20,2,1,1,1,안성팜랜드,1,10.0
5147,a_a004089,1,30,2,2,2,2,웨이브서프,6,15.0
5150,a_a004089,1,30,2,2,2,2,웨이브서프,5,15.0
5164,a_a007144,1,30,2,1,1,1,인천아트플랫폼,3,9.0
5167,a_a007144,1,30,2,1,1,1,인천차이나타운,4,13.0
5168,a_a007144,1,30,2,1,1,1,인천아트플랫폼,3,15.0
5175,a_a002155,1,40,1,2,1,2,화성행궁,2,15.0
5176,a_a002155,1,40,1,2,1,2,수원화성박물관,2,11.0
5178,a_a009439,0,40,1,1,1,1,화담숲,1,12.0
5180,a_a007610,0,20,1,1,1,1,신세계백화점 본점,4,15.0
5186,a_a007610,0,20,1,1,1,1,롯데백화점 본점,4,15.0
5189,a_a005665,0,40,1,2,1,2,서울공예박물관,2,12.0
5191,a_a005665,0,40,1,2,1,2,국립현대미술관 과천관,3,15.0
5194,a_a005665,0,40,1,2,1,2,덕수궁,2,12.0
5197,a_a005665,0,40,1,2,1,2,서울대공원,7,12.0
5200,a_a001080,1,20,1,1,1,2,신세계프리미엄아울렛 여주,4,12.0
5211,a_a001080,1,20,1,1,1,2,이케아 광명점,4,15.0
5229,a_a005184,0,50,1,1,1,2,인천차이나타운,4,12.0
5257,a_a017900,1,30,3,1,1,3,오이도 빨강등대,7,15.0
5265,a_a005660,0,40,1,2,3,1,에버랜드,6,15.0
5267,a_a005144,1,40,3,3,2,3,김포아트빌리지,3,12.0
5270,a_a005144,1,40,3,3,2,3,금빛수로보트하우스,5,13.0
5271,a_a003778,0,20,1,1,1,3,장안문,2,15.0
5278,a_a003778,0,20,1,1,1,3,화성행궁,2,12.0
5284,a_a001716,0,20,3,2,1,3,세운전자상가,4,9.0
5296,a_a001716,0,20,3,2,1,3,창덕궁,2,9.0
5297,a_a001716,0,20,3,2,1,3,세운전자상가,4,9.0
5298,a_a001716,0,20,3,2,1,3,광장시장,4,9.0
5310,a_a007894,1,20,1,1,1,1,화성행궁,2,15.0
5317,a_a007408,1,20,3,1,1,1,마이아트뮤지엄,3,13.0
5324,a_a007408,1,20,3,1,1,1,서울어린이대공원,1,14.0
5328,a_a000568,0,20,1,1,1,2,캠프통포레스트,5,12.0
5338,a_a001709,0,30,2,1,2,1,의정부음악도서관,3,15.0
5347,a_a007568,1,30,3,3,1,3,남산케이블카,6,14.0
5356,a_a007568,1,30,3,3,1,3,경복궁,2,15.0
5373,a_a002129,1,20,1,1,1,1,여의도공원,1,15.0
5381,a_a002129,1,20,1,1,1,1,더현대서울,4,15.0
5383,a_a002129,1,20,1,1,1,1,예술의전당,3,15.0
5396,a_a005364,0,20,1,1,1,3,더현대서울,4,12.0
5408,a_a001495,1,60,1,1,1,1,일산호수공원,1,15.0
5426,a_a000653,0,20,3,1,1,1,북촌한옥마을,7,12.0
5433,a_a000712,0,40,1,3,1,1,아침고요수목원,1,15.0
5443,a_a004797,0,30,2,1,3,1,석촌호수산책길,7,15.0
5444,a_a004797,0,30,2,1,3,1,서울 선릉과 정릉,2,15.0
5447,a_a004797,0,30,2,1,3,1,올림픽공원,1,15.0
5449,a_a004797,0,30,2,1,3,1,롯데월드타워&롯데월드몰,4,15.0
5450,a_a004797,0,30,2,1,3,1,북촌한옥마을,7,15.0
5451,a_a004797,0,30,2,1,3,1,종묘,2,15.0
5452,a_a002722,1,30,1,1,1,1,화성행궁,2,12.0
5459,a_a002722,1,30,1,1,1,1,행리단길,4,12.0
5464,a_a002722,1,30,1,1,1,1,방화수류정,2,15.0
5467,a_a002722,1,30,1,1,1,1,행리단길,4,9.0
5475,a_a002722,1,30,1,1,1,1,팔달문시장,4,6.0
5488,a_a007381,0,60,1,1,1,1,흥인지문,2,15.0
5489,a_a007381,0,60,1,1,1,1,서울공예박물관,2,15.0
5490,a_a007381,0,60,1,1,1,1,낙산공원,1,14.0
5492,a_a007381,0,60,1,1,1,1,하이커그라운드,3,15.0
5497,a_a000898,1,20,1,1,1,1,도산공원 도산안창호기념관,2,15.0
5499,a_a000898,1,20,1,1,1,1,현대백화점 압구정본점,4,15.0
5503,a_a000898,1,20,1,1,1,1,청담동명품거리,4,9.0
5510,a_a002969,1,30,3,1,3,1,석파정,2,13.0
5522,a_a002969,1,30,3,1,3,1,더현대서울,4,12.0
5525,a_a010137,0,20,1,1,1,2,덕수궁,2,15.0
5527,a_a007443,1,30,1,1,1,1,현대프리미엄아울렛 김포점,4,15.0
5531,a_a006306,1,30,3,3,1,1,현대프리미엄아울렛 송도점,4,12.0
5535,a_a001932,1,60,1,1,3,3,화성행궁,2,15.0
5538,a_a001932,1,60,1,1,3,3,장안문,2,15.0
5542,a_a001932,1,60,1,1,3,3,행리단길,4,15.0
5543,a_a001932,1,60,1,1,3,3,카자구루마,4,12.0
5554,a_a004023,1,20,3,1,1,1,더현대서울,4,15.0
5566,a_a007042,1,40,2,1,3,3,한국이민사박물관,2,10.0
5570,a_a007042,1,40,2,1,3,3,월미테마파크,6,8.0
5601,a_a006041,0,40,1,1,1,1,IFC몰,4,10.0
5604,a_a006041,0,40,1,1,1,1,더현대서울,4,13.0
5619,a_a007582,1,20,3,1,1,1,국립중앙박물관,2,15.0
5626,a_a000142,1,30,2,1,2,1,갤러리아백화점 광교점,4,12.0
5637,a_a008721,1,40,1,3,1,1,시흥프리미엄아울렛,4,6.0
5641,a_a008721,1,40,1,3,1,1,광장시장,4,8.0
5642,a_a008721,1,40,1,3,1,1,신포국제시장,4,15.0
5644,a_a008721,1,40,1,3,1,1,화성행궁,2,10.0
5648,a_a006582,1,20,1,1,1,1,화담숲,1,15.0
5667,a_a002840,0,30,2,1,1,1,덕수궁,2,13.0
5674,a_a002840,0,30,2,1,1,1,현대백화점 신촌점,4,9.0
5675,a_a002840,0,30,2,1,1,1,광장시장,4,8.0
5680,a_a002001,1,20,1,1,1,3,화성행궁,2,15.0
5686,a_a002001,1,20,1,1,1,3,방화수류정,2,14.0
5700,a_a002166,0,30,1,1,1,1,창경궁,1,12.0
5702,a_a002166,0,30,1,1,1,1,코리아 주얼랜드,4,15.0
5733,a_a010406,0,60,1,1,1,1,영녕릉 세종대왕유적지구 세종대왕릉,2,15.0
5734,a_a010406,0,60,1,1,1,1,여주오곡나루축제,8,12.0
5736,a_a010406,0,60,1,1,1,1,용문사,2,13.0
5748,a_a018188,1,20,1,1,1,2,타임스퀘어,4,9.0
5749,a_a018188,1,20,1,1,1,2,더현대서울,4,9.0
5752,a_a007456,0,20,3,1,1,1,서울로7017,7,13.0
5763,a_a008562,0,30,1,3,1,1,에버랜드,6,15.0
5773,a_a001160,0,20,3,1,2,1,송도한옥마을,7,11.0
5775,a_a001160,0,20,3,1,2,1,현대프리미엄아울렛 송도점,4,10.0
5778,a_a001160,0,20,3,1,2,1,코마린 이스트보트하우스 송도지점,5,11.0
5784,a_a017684,0,50,1,1,2,1,롯데프리미엄아울렛 파주점,4,15.0
5785,a_a012188,1,30,2,3,1,3,경기도남한산성세계유산센터,2,15.0
5841,a_a000603,1,30,1,2,1,2,율곡수목원,1,15.0
5845,c_c004652,1,30,2,3,3,1,에버랜드,6,15.0
5865,a_a017661,1,20,1,1,1,2,에버랜드,6,15.0
5871,a_a003445,0,20,1,1,1,1,남산서울타워,1,15.0
5884,a_a007209,0,50,3,3,1,1,관고전통시장,4,12.0
5885,a_a007209,0,50,3,3,1,1,사우스스프링스CC,5,12.0
5886,a_a003006,1,40,1,2,2,3,NC백화점 야탑점,4,12.0
5914,a_a009988,0,20,2,1,1,1,현대프리미엄아울렛 송도점,4,15.0
5916,a_a009988,0,20,2,1,1,1,월미테마파크,6,15.0
5927,a_a010237,1,30,1,1,1,1,탄도항,1,15.0
5938,a_a007938,1,30,1,1,1,3,수원화성,2,12.0
5944,a_a006020,0,30,2,1,2,1,임진각 평화누리,1,15.0
5947,a_a007353,1,50,3,1,3,2,경복궁,2,15.0
5957,a_a010155,1,30,1,1,1,1,송도센트럴파크,1,10.0
5964,a_a014228,1,50,1,2,1,2,낙산공원,2,15.0
5966,a_a014228,1,50,1,2,1,2,경복궁,2,15.0
6000,a_a008007,1,30,2,1,1,1,인천아트플랫폼,2,15.0
